 (-0.36480513+0.34737536j)  (-0.22189027+0.015186217j)  (0.048075806-0.087672725j)  (-0.6852505-0.074121825j)  (-0.7600354-0.3519807j)  (0.11071311+0.4613242j)  (-0.43573958-0.39728275j)  (-0.9082351+0.09923867j)  (-1.0043558+0.21046233j)  (0.018921275+0.54653305j)  (-1.0264698+1.0955487j)  (-0.25854534+1.2031873j)  (-0.2759835+0.4189624j)  (-0.9642927-1.0406206j)  (0.054625113+0.55193776j)  (0.96874076+0.8800387j)  (0.23265302+0.33261082j)  (-1.5403792+0.88677144j)  (0.24913387+0.0042558513j)  (-0.056709662-0.76257807j)  (0.27582967+0.7421972j)  (1.1065419+1.1272197j)  (1.0114993+0.3726914j)  (-0.32302275-0.7481681j)  (0.80972785-0.050617732j)  (0.4140375-0.05450436j)  (0.26474604-1.1497136j)  (0.0076253014-0.04131948j)  (-1.5417154-0.32233378j)  (-0.34007236-0.7136252j)  (-0.09985943+0.08112184j)  (-0.37288985+0.22076899j)  (1.5666311-0.33223286j)  (0.38495034+0.04612866j)  (0.20031264+0.11884003j)  (0.70193744+0.19681218j)  (0.17494814-0.4888113j)  (-0.32635236+0.55748403j)  (-0.71800107+0.38240612j)  (-0.1487077+1.3596262j)  (0.7092293+1.0965494j)  (0.6339869-0.2816245j)  (-0.40277484+1.2133945j)  (0.6379917-0.40571904j)  (0.11442768+0.31391257j)  (-0.60163385+0.85319746j)  (-0.9251717+0.4706476j)  (0.16094656-0.40231287j)  (0.09114871+0.65918607j)  (0.23842013+0.33497718j)  (-0.02298773+1.0475403j)  (-0.8553076-0.62497324j)  (-0.07803579-0.01859911j)  (0.86597687+0.21463549j)  (1.0942595+1.8111271j)  (-0.23550424+0.68782574j)  (2.040393+0.85162354j)  (1.6768436+0.35605648j)  (-0.41482997-1.054803j)  (-0.60271966+1.0642788j)  (0.06015509+0.3153566j)  (1.2052535-1.8609324j)  (-0.41762903+0.25093567j)  (0.77247155+0.1562858j)
 (0.432526+0.3370749j)  (0.4986489-0.16882552j)  (0.30162117-0.1967696j)  (-0.44377488-0.87063104j)  (-0.14377956-1.1938299j)  (0.68154144-0.6878574j)  (-0.90207744+0.5292544j)  (-1.0719595-0.48563433j)  (0.94085115+0.49048364j)  (-0.08441444+0.4319275j)  (-0.43483952+0.19399983j)  (-0.107590616-0.021725133j)  (-0.6527263-0.36126754j)  (-0.43717462+0.46746084j)  (0.7600566-0.22077581j)  (-0.04134803-0.8047766j)  (-0.28308633-0.39788562j)  (0.8427762-0.08507076j)  (-0.95706975-0.5233759j)  (-0.5348945+0.76613826j)  (0.09655549-0.07097119j)  (1.3245344+1.264204j)  (-0.047319837+1.0194355j)  (-0.1094924+0.6185262j)  (-0.26543108+0.19308655j)  (-0.30170375+0.452303j)  (0.8190862-1.194127j)  (0.33352637+0.12665802j)  (0.47916222+0.28612274j)  (-0.44611228-0.34394613j)  (1.0080901-1.4804412j)  (0.2664111-0.52013606j)  (-0.23972702+0.963233j)  (0.53457516+0.41637805j)  (-0.4939871-0.6322614j)  (-0.13805763-0.5934889j)  (-1.5649127-0.110658616j)  (0.67739964+0.082442924j)  (-0.64887375-1.1180643j)  (-0.93709826+0.84568435j)  (-0.70267004-0.50610167j)  (-1.9724624-0.46131003j)  (-0.34274536+0.40366274j)  (-0.31744704-0.2501552j)  (1.3932793-0.2674663j)  (-0.5030354+0.9566106j)  (0.23107217-0.17399213j)  (0.1856505-0.4543066j)  (1.0639104-0.14925802j)  (-0.1145719+0.3662659j)  (-0.7901401-0.58851266j)  (-0.39950067+0.27712926j)  (0.51979244-0.15877607j)  (0.8244059+1.0765966j)  (-0.82995987-0.08870525j)  (-0.67275685+0.13386741j)  (0.76554877+0.5159733j)  (-1.2209809+1.0659025j)  (-0.45243424-1.1937895j)  (-0.6950051-0.43321553j)  (-1.0037245+0.19867662j)  (-0.60675913-1.0504525j)  (1.2493201-0.18490405j)  (-0.6373934+0.11464962j)
 (-0.8317349+0.122371234j)  (1.2384896+1.6440742j)  (0.057651866+0.7233392j)  (-1.3651924-0.17970799j)  (-0.71944106+0.8690693j)  (-0.42990997-0.38453814j)  (-1.2946359-0.13874754j)  (-0.23385482+0.22342837j)  (-0.67231613-0.14236753j)  (-1.1147407-0.5509531j)  (-0.4183058-0.8392556j)  (0.46867236+0.16823137j)  (-0.24808505-1.0976918j)  (0.39805052+0.24862048j)  (-0.256679-0.51622814j)  (0.31543472-0.060465492j)  (0.13510503-0.702389j)  (-0.3682112-0.13348223j)  (-0.40068477-0.065956354j)  (0.022387758-1.3715427j)  (0.09604858-0.4820201j)  (0.15374215-0.140241j)  (0.32881054-0.76377386j)  (0.5199437+0.23371083j)  (1.0088184-1.334427j)  (1.1809603+0.116197765j)  (1.1463809+1.3011907j)  (0.6100678-0.46150756j)  (-0.17922123-0.14939405j)  (-0.47284123+0.061873976j)  (1.0766122-0.5769211j)  (-0.7368803-0.61618555j)  (-0.31086978-0.20741366j)  (-0.642847+0.29029068j)  (-1.3294749-0.09104198j)  (-0.33601877+0.5552976j)  (1.0627326+1.4268112j)  (-0.023174502-0.75258094j)  (-0.53242695+0.20995797j)  (-0.2510037+1.1482893j)  (0.01097197-0.684573j)  (-0.41873172-1.159903j)  (0.18064462+0.10253619j)  (0.57409567+0.30737174j)  (-0.14033201+0.8190229j)  (-0.73576087+0.685077j)  (0.85563785-0.13713215j)  (-0.2997735+1.0469722j)  (0.41505802+0.19789807j)  (-0.15475534-0.70013684j)  (1.3687098-0.09228902j)  (0.8410056-0.73587066j)  (-0.036673788+0.29368517j)  (0.2442182+0.38293177j)  (-0.5646754-0.5485263j)  (0.15385921+0.37063786j)  (0.2825343-0.3682741j)  (0.42611587-0.33957362j)  (-0.9852834-0.41905528j)  (1.5916005+1.8249676j)  (-0.53320706-0.39483806j)  (0.6563533+1.0117754j)  (-0.13788322+0.52013016j)  (0.37450042-0.1070843j)
 (-0.6969673-0.42089388j)  (-0.91933227-0.96088725j)  (-0.9099001+1.5685958j)  (-0.74084413-0.5679717j)  (1.4776933+0.56364733j)  (-0.43912667-0.49128816j)  (-0.13816606-0.15711959j)  (1.01075+0.8730999j)  (0.033600446+0.7263571j)  (-0.21742564-0.10573679j)  (0.3164481-0.64054674j)  (-1.1255916-0.07066417j)  (-0.23231088+0.08100849j)  (1.1007931-0.5043173j)  (0.26892084-0.09483203j)  (0.8982372+0.0019465191j)  (0.38823414+0.937861j)  (0.5677102+0.082507074j)  (-0.30530193+0.18523297j)  (-1.1603558-0.6995149j)  (-0.95288223-0.5113035j)  (0.2918831-0.1342981j)  (0.42581248-0.050595004j)  (-0.23006243+0.45336828j)  (-1.0525901-1.0978497j)  (0.26838925-0.96010816j)  (0.4401829+0.64017516j)  (-0.26994753-0.80617553j)  (-0.06469781+0.29173952j)  (0.62100035+1.0994303j)  (-0.3401899-0.08863123j)  (-0.57567805-0.50748354j)  (-1.1336243+0.778156j)  (-0.1307931-1.658205j)  (-0.015529797+0.88217396j)  (-0.53342265-0.17376897j)  (-0.45533106+1.1291499j)  (0.98804504+0.37881655j)  (0.3240262-0.051037975j)  (0.35236365-0.13012972j)  (-0.2631924+0.42045265j)  (0.9853184-0.05006296j)  (0.1072999-0.21173322j)  (0.6731703+0.28656486j)  (0.20208152+1.1080322j)  (-0.3388397-0.2922008j)  (0.14212535-0.15026966j)  (1.076022-1.3183028j)  (0.83919805-0.34228024j)  (0.0011264166+0.28624284j)  (-1.536463+0.44225568j)  (-1.4410279+0.7444583j)  (-0.5620824-0.051923767j)  (0.2598868+0.46549043j)  (0.2279608+0.0445417j)  (0.69001245+0.858445j)  (1.8489219+0.34538358j)  (0.24068153+1.1043473j)  (0.5778046-0.8227398j)  (-0.15805325+0.38797376j)  (1.0173692-0.5587432j)  (-1.2027147+1.4836326j)  (-0.92331177-0.21986005j)  (1.1067868-0.12661396j)
 (-0.98034805-0.41064826j)  (-0.5337028+0.13037376j)  (0.53418607+1.0435424j)  (0.9513315-0.11979773j)  (0.3561146-0.44938347j)  (-0.8022231+0.66056174j)  (0.5623866-0.31094518j)  (-0.9459638+0.31550142j)  (-1.7790973+0.10629064j)  (-0.5002449-1.0630473j)  (-0.17477001+0.06872141j)  (0.7240899+0.116109975j)  (0.6695081+0.5756802j)  (1.3675125-0.8816085j)  (-0.111237645-0.64988035j)  (-0.31830472+0.18125565j)  (-0.3529895+0.31295264j)  (-0.8648698-1.032566j)  (-0.1151783-1.329837j)  (0.4171733+0.21623246j)  (0.18892889+1.0805991j)  (0.9926831+0.22845176j)  (-0.1631316-0.39561316j)  (-0.22852136+0.6374888j)  (0.48937768+1.1959312j)  (-0.27963325-0.4264272j)  (-0.9435085+0.88176036j)  (-0.1338727+0.03951804j)  (-0.13506836+0.505509j)  (-0.22594005+0.20216775j)  (0.9214028-0.12555589j)  (0.576316+0.67908436j)  (-1.0649252+1.0326521j)  (0.6109538-0.3231895j)  (0.5310921-0.106956944j)  (-0.16651705+0.090486586j)  (-0.2761384+0.011794646j)  (-0.9232992-1.1143149j)  (0.55998987-0.37216315j)  (0.28989863-0.20465308j)  (-0.08205812+0.1305669j)  (-1.000184+0.07627809j)  (-0.26383895-1.166241j)  (0.49681288-0.6500736j)  (-0.19247945-0.4301746j)  (0.756311-0.3322499j)  (0.2882556-0.37181693j)  (-0.22115225+0.055905096j)  (-0.7823298+0.039038092j)  (-0.22211659-0.3600383j)  (0.1521721-0.2927307j)  (-0.20722501-0.43914056j)  (0.3910484-0.38678336j)  (-0.69085914-1.50654j)  (-0.0069994167-0.42143852j)  (0.12245129+0.7790516j)  (-0.107496545-0.6006867j)  (0.8920002+1.043925j)  (0.66325057-0.45736533j)  (0.93954134-0.33011463j)  (0.49007022-0.13918433j)  (0.085117325+0.5891886j)  (-0.7139467+0.7487095j)  (-0.26860303-0.7949993j)
 (0.36682978-0.8939266j)  (-0.41836795+1.0564045j)  (-1.7314491+1.9016057j)  (-0.043672938+0.15247664j)  (0.6147352+0.17204922j)  (-0.5385867-0.6533473j)  (-0.091797166-0.012891151j)  (0.29766902-0.3941515j)  (0.19812793-0.075885005j)  (0.40080464+0.038452066j)  (-1.2513081+0.52546513j)  (0.4099411+0.70741624j)  (-0.19197516+0.48498374j)  (-1.285446-0.63133216j)  (-0.36602822+0.385261j)  (-0.053039096+1.0385932j)  (0.20209369+0.08750077j)  (-0.07036096-0.88256866j)  (-0.24966136-1.3205894j)  (-1.4524387-0.7579395j)  (-0.73663175-0.6137903j)  (1.1667207-0.54468197j)  (0.6381203-0.72899145j)  (-0.1182722+0.8654153j)  (-0.012443158-1.4750419j)  (-0.45146367+1.5164701j)  (1.1105444+0.7376612j)  (-0.5410517-0.36601603j)  (-0.59767616+0.52203655j)  (0.111804746+0.8768499j)  (-0.08912177-0.36770624j)  (-0.51815015+0.4382096j)  (0.8503914-1.210195j)  (-1.2526219-0.14169323j)  (-0.84694666+0.7365011j)  (-0.3820622+1.8016291j)  (-1.4045451-1.4088113j)  (-0.4978835+0.7755914j)  (1.2532629-0.29010445j)  (-0.99547315+0.22613385j)  (0.14482132+0.28976786j)  (-0.802559-0.1902959j)  (0.28223732+1.7052944j)  (-0.29214546-0.980395j)  (-0.3232709-0.36497518j)  (-0.48250848-0.14848724j)  (-0.24510734-0.16883172j)  (0.3504583-0.16528767j)  (1.1577971-1.0714893j)  (1.2070048+1.2239257j)  (-0.16745347+1.1928474j)  (-0.13032426-1.23771j)  (-1.0011469+0.25043333j)  (1.902543-0.13139175j)  (1.7730185-0.20190467j)  (0.38625956-0.95036757j)  (-0.41917595+0.28792137j)  (0.056957547+0.12684803j)  (-0.33329082-0.535872j)  (0.40297163+0.47307983j)  (-0.6442479-0.10915511j)  (0.48163316+0.39152175j)  (-1.174798+0.02852218j)  (1.3915124+0.34830508j)
 (0.2537623+0.34087583j)  (-0.5694045+0.68026143j)  (0.4887064+0.27124897j)  (0.76960117-0.061601542j)  (-0.99110115+0.10533593j)  (0.026533516-0.3685543j)  (-0.38512006-0.0023131047j)  (0.0133570535+1.3420248j)  (0.6417163-0.62966245j)  (0.07195671+0.44160748j)  (0.062388588+0.46957952j)  (0.9466976-0.43800008j)  (-0.15519714+0.13950762j)  (0.97860235-1.393794j)  (0.65927166+0.036238533j)  (1.0728934-0.027174193j)  (0.27251175+0.30115137j)  (0.09578332+0.3789014j)  (0.18599941-1.2311937j)  (1.0785486-0.80094624j)  (-1.1417978-0.06863648j)  (-0.177458-0.8098343j)  (0.5488659-0.20816682j)  (0.77108574-0.67339075j)  (0.88728297-0.39879742j)  (-0.8694881+0.42790544j)  (0.017281523-0.96059513j)  (0.957017-0.6758675j)  (-0.620712-0.7868052j)  (-0.26927796+0.025433548j)  (0.33697948-0.23343517j)  (-0.3803002+0.16717494j)  (-0.42997485-0.05751007j)  (-0.10634759+0.70915467j)  (0.27009317-1.2099266j)  (-1.0050387-0.71622425j)  (1.1247805-0.6533689j)  (0.23340818+0.121354476j)  (0.078287974-0.9126554j)  (-0.59295577+0.19395295j)  (1.024558+0.34381166j)  (1.7470074+0.4183175j)  (-0.10667086+0.62351173j)  (0.82255363+0.80775064j)  (-0.22987774-0.033236265j)  (-0.58940893+1.019134j)  (0.75249994-0.29097742j)  (-0.16297737+0.668424j)  (0.98301345+1.1390216j)  (0.010639069-0.67994416j)  (0.93542343+0.5900873j)  (0.71335816-0.6746398j)  (-0.0043830033-0.49098533j)  (0.44697985-0.16836926j)  (1.1440451-0.8332916j)  (-1.0286281+0.061294075j)  (0.1281381+0.5832321j)  (0.46042112-0.7502804j)  (0.3885149+1.1892065j)  (-0.2594-0.21615095j)  (0.18019377+0.71110576j)  (0.9555632-1.0438473j)  (0.0457055+0.46083942j)  (0.8424816+1.1001519j)
 (0.6466845-0.14566474j)  (-0.6684844-0.6938018j)  (-2.09046-0.057482816j)  (-0.45498255-0.16017324j)  (-1.296563+0.8100868j)  (-0.80687517+1.8597523j)  (-1.7567108-0.067909196j)  (-0.08565534-0.31522807j)  (0.16375111+0.27532524j)  (-0.21038459+1.6137055j)  (-0.9960379-0.008243956j)  (-0.7560787-0.34068948j)  (0.013791448-0.00016510158j)  (0.7243696-0.559645j)  (-0.40643728-0.07362254j)  (0.6300592+0.6115171j)  (0.6153689+0.7555683j)  (-0.4355183-0.9012045j)  (0.6921588-0.09814324j)  (0.05001586+0.8557097j)  (0.9097703-0.31784832j)  (0.50460315-1.2531631j)  (0.1612658+2.094712j)  (0.33432296-0.31306735j)  (0.85089326-0.62534976j)  (0.14464608-0.13706999j)  (0.006107443-0.07761799j)  (-1.5116775-0.37896052j)  (-0.9231828-1.0733951j)  (-0.86700064-0.20379956j)  (-0.84377086+0.21486634j)  (1.308885-0.47696266j)  (-0.7188695-0.6964632j)  (0.97258025-0.22093192j)  (-0.8728236-0.1627531j)  (0.076012835+0.2415339j)  (1.0031608-0.57239985j)  (-0.77178586+1.2675432j)  (-1.3049083-1.0460545j)  (-0.06395713-0.33547267j)  (1.1880909+0.5414521j)  (0.65557027-0.26539898j)  (1.0954417+0.051785283j)  (0.93013257-1.5634634j)  (1.176152+0.18086025j)  (0.13776393+0.22970015j)  (-0.19950491+0.35258672j)  (-1.2781821-0.95034516j)  (0.6733287-0.107192814j)  (1.0085545+0.4734435j)  (0.41609117-0.14949583j)  (0.78539866+0.8193619j)  (0.7515868+0.6075271j)  (0.45201394+0.12511307j)  (-0.14802043-0.6196173j)  (-0.51243013-0.14917298j)  (-0.37670472-0.9040845j)  (-1.0765183-0.26079342j)  (1.4788696-1.0147399j)  (0.10267042+0.41934338j)  (-0.2615959-0.3942844j)  (-0.040394057-0.23293471j)  (-0.9916514+0.51300365j)  (0.32755643+0.80869085j)
 (-0.36115593-0.4621809j)  (-0.55891955-0.09055784j)  (-0.26443133-0.3655718j)  (-0.8917163-0.26217338j)  (1.0137404-0.25963572j)  (0.30779004+1.0387658j)  (-0.12891343-0.33566025j)  (1.373691+0.7442508j)  (-0.35292336-0.60972077j)  (-1.259727+1.1044091j)  (0.32924855-0.28864667j)  (1.1560261+0.46068335j)  (0.7282934+1.3967726j)  (-0.75991297-0.18350258j)  (0.82937545+0.03526723j)  (0.3122731+0.45866835j)  (-1.121191-0.875759j)  (0.58414805-0.69578147j)  (-0.046653427+0.9232569j)  (0.29400575+0.13993827j)  (0.6584758+0.22431977j)  (-0.32399055-0.72299224j)  (-0.45342302+0.71180755j)  (-0.81789+0.89327884j)  (-0.24208896-0.22850464j)  (-0.8370197+0.419978j)  (0.56182057+0.56407434j)  (-0.33866477-1.2232577j)  (-0.4232716+0.92566407j)  (0.49089912+0.9859555j)  (-0.9386588+0.4270835j)  (0.3980014-0.7104096j)  (-0.57803607+0.898691j)  (-0.6083709+0.68954784j)  (0.16365865+0.26602143j)  (-0.36310467+0.4749523j)  (-0.112634405-0.26856917j)  (0.48917565+0.1537893j)  (0.2966534-0.61787707j)  (1.032373-0.35329843j)  (0.3702731-0.02215114j)  (-0.06808554+0.12843859j)  (-1.5745226-0.12749526j)  (-0.42875144+0.7962261j)  (0.06312457+0.8329723j)  (-0.78916264-0.8553398j)  (-0.3055173+0.23539379j)  (0.10169363-0.7521756j)  (-0.4474902-0.3888277j)  (0.581156-0.98473895j)  (0.88208807+1.4004288j)  (0.032858454+0.0528381j)  (-0.48986393+0.09003198j)  (-0.72131455+1.2936826j)  (0.77096474+0.50433445j)  (-0.45005763-0.59297806j)  (-0.025323907-0.29986417j)  (-0.19294912-0.68428457j)  (0.60839766+0.9135674j)  (-0.51800925+0.6328589j)  (-0.5663648+0.86594677j)  (-0.09803245-0.8573988j)  (0.18182468+0.36093882j)  (-0.76832-2.0537295j)
 (0.18433554+1.0127401j)  (0.7797641-0.5410392j)  (0.8369169+0.033861235j)  (-0.28350464+2.1739006j)  (-0.8436049+1.4047815j)  (-0.4307767+0.573937j)  (-0.5058048-0.114880614j)  (-0.90471834+0.45501786j)  (-2.127105-0.7948015j)  (-0.18103635-0.0061139916j)  (-0.25101003+0.6419056j)  (0.37969774-0.25730133j)  (-0.79696757+0.61379975j)  (0.09328979-0.24657722j)  (-0.44816923+0.036586773j)  (-0.07595158+0.33061698j)  (-0.8738758+0.23332784j)  (-0.6971726-0.11287284j)  (-0.08295874+0.7939971j)  (1.1221786+0.03204933j)  (-0.24272755-0.36529613j)  (0.0235866-0.6342625j)  (0.43454963-0.46230912j)  (0.40181598-0.66353893j)  (-0.34330326-1.0068483j)  (-0.48598096+1.1452513j)  (-0.82662433+0.080425024j)  (0.14166246-0.30000052j)  (0.2136235-0.1479665j)  (-0.065260746+0.17124104j)  (-0.28262606+0.25740826j)  (-0.12770587+0.7394067j)  (-1.1338274+0.76827145j)  (-0.014202011-0.773593j)  (0.24143983+0.13369364j)  (1.9794446-0.11567313j)  (0.46463418-0.49445164j)  (1.2081556-0.80145854j)  (-0.80108744+0.30565414j)  (0.6775466+0.25935644j)  (1.1024879+0.8324003j)  (-0.41454428+0.28000847j)  (0.6682671-0.13429938j)  (0.20228814-0.2869505j)  (-0.22348191-0.74650764j)  (0.20970201+0.30948275j)  (-0.15360048+1.5523847j)  (-0.4978263+0.021360014j)  (0.94031185-0.83336926j)  (0.44386244+1.2726309j)  (-0.7034746+1.0766388j)  (0.41026065+0.11269525j)  (0.107525446-0.13432695j)  (1.074218-1.1571885j)  (-0.16544011-0.75977683j)  (-0.86861116-0.56961775j)  (-0.5863799+0.7398529j)  (-0.22378628-0.5530435j)  (1.6664208-0.15844037j)  (-1.2736316+0.78183633j)  (-1.1180989+0.1579415j)  (-0.80920666-0.11033989j)  (1.0510525-0.4137995j)  (0.92120856+0.5031654j)
 (-1.3308779-1.0006484j)  (-0.68284595-0.5397089j)  (0.097149566-0.29721984j)  (0.08775836+1.777268j)  (1.3124083-0.7189376j)  (0.3156868-0.4545797j)  (-2.0901458-0.23971793j)  (-0.37921715+1.3236785j)  (-0.61777085+0.13162684j)  (0.16471058+0.62417406j)  (0.4042023-0.7615837j)  (-0.6004815+1.7694523j)  (-0.5464571+0.7354793j)  (1.0011978+0.41781044j)  (0.51842606+0.13634124j)  (-0.7409713-1.5182942j)  (-0.09005015-1.325753j)  (-0.98236537-1.1129309j)  (-0.75906086+1.2966235j)  (0.09451381+0.19335732j)  (0.578765+0.31954595j)  (1.0912977-0.6001771j)  (-1.597186+0.2768847j)  (0.2495184+0.020736836j)  (-0.7329163-5.2346808e-05j)  (-0.95715195-0.51737905j)  (-0.3668674+0.9956185j)  (-0.2801265+1.486864j)  (0.6646528-0.086691126j)  (-0.09612258-0.45721382j)  (-0.10611918+0.9822338j)  (-1.6040473+0.86200434j)  (0.14164202-1.084337j)  (0.5350581-0.64493215j)  (-0.21840167-0.14763749j)  (-0.27657154+0.57311064j)  (0.03537198-0.03251501j)  (-0.15325585+0.5591925j)  (-0.5804221-0.38228568j)  (0.6028602+0.27921826j)  (0.13080212+0.43162364j)  (0.6314523-0.95094734j)  (0.027918842-0.90869546j)  (0.20496923-0.43422714j)  (-0.8443584+0.2724603j)  (-0.3581876+0.26438585j)  (0.6261161-0.5167088j)  (0.3077552+0.90598214j)  (0.062162347+0.2905345j)  (-0.37149817+0.14095534j)  (-0.7216588-0.12005011j)  (1.2405965-0.41868684j)  (-0.008219633+0.35645118j)  (-1.1456028+0.74649805j)  (0.026192904+0.18512948j)  (0.17071529+1.1868532j)  (1.1763129-0.96595544j)  (0.63847125+0.61511815j)  (0.1518249-0.20852262j)  (0.9266942+2.2379093j)  (-0.3034155+1.4845244j)  (0.14128244+0.5793005j)  (-0.122608855+0.89767945j)  (-1.5600547+0.53175265j)
 (0.17133835-0.41916478j)  (0.48057374+0.99665564j)  (-0.0793368-0.0219006j)  (0.6005579-0.33411685j)  (-0.17777003+0.2788786j)  (-0.34401914+0.2637666j)  (0.25933966+0.16380268j)  (-1.0593601-0.86247826j)  (1.2582107+0.55663913j)  (-0.44130203+0.2680015j)  (0.5764403-0.6614793j)  (1.6876315+0.16375293j)  (1.3549266-1.8869555j)  (-1.229771+0.33578262j)  (-0.3865645+0.7631456j)  (1.0823377-0.5522487j)  (-1.127563-0.67975134j)  (0.47825938+0.40349555j)  (-0.089668795-0.95714456j)  (-0.043882407-0.077731624j)  (0.039131794+1.2880604j)  (-1.1375251-0.6149076j)  (-0.19477624-0.14507873j)  (0.67637676+0.41369602j)  (-0.5416206+0.52330613j)  (0.07209552-0.8427877j)  (-0.17604603-0.1391192j)  (0.5043462-1.1629802j)  (-1.4148264+0.7667324j)  (-0.0075250086-0.0536338j)  (-0.08026587-0.5369829j)  (0.64797467+1.2282567j)  (-0.9299735-0.09662587j)  (-0.39142674+0.5617387j)  (-0.5183194-0.31923863j)  (0.8764101-0.48501694j)  (1.2525963+1.1475431j)  (-0.20689568+0.014736479j)  (-0.23353817-0.40395528j)  (0.11054891+0.5433978j)  (-0.14205055+0.8833463j)  (-0.4397499+0.7033943j)  (0.44133785-0.31046146j)  (-0.10761943-0.34153086j)  (-0.80892235-0.39723182j)  (0.017312415+0.16763447j)  (-0.10434212+0.92222464j)  (0.55287975-0.9144052j)  (-0.23077951+0.2902562j)  (0.66867137-0.17216253j)  (-0.3398269-0.59077626j)  (-0.5878353+0.20282431j)  (0.7656292-0.85907567j)  (-0.14596523+0.03278787j)  (0.093835846+1.3995999j)  (0.35896647+0.48690757j)  (0.14986816-0.6352921j)  (0.30944946-1.1852105j)  (0.63180685-1.0472074j)  (0.2975048-0.2755206j)  (0.23166662+0.16062766j)  (-1.4190129+1.0042064j)  (0.13221557+0.38370162j)  (-0.32279545-0.14554214j)
 (0.79628074+0.271964j)  (-0.56798697+0.3733409j)  (0.59311134-0.3492015j)  (1.4374124+1.123537j)  (-0.22528392-0.097817555j)  (0.43957698+0.5621122j)  (0.76445913-0.18105274j)  (-0.63999933-0.10919732j)  (0.9646536-0.038468733j)  (-1.0926578+0.8957999j)  (0.780292+0.15331917j)  (-1.1798997-0.09087652j)  (-0.470758+0.23751415j)  (-1.3931228+0.8089781j)  (-0.9882436-0.7150961j)  (0.45497102+0.8977712j)  (2.0669944-0.658303j)  (-0.19179617+1.4042519j)  (-0.3773626+0.26222554j)  (0.085605785+1.0744965j)  (-0.16900234+0.26041362j)  (-0.30368978-0.08154925j)  (2.5053184-0.81671566j)  (-0.43420374-1.0886805j)  (1.1596639-0.6731045j)  (0.588749+0.4424313j)  (-0.92830926+1.0005698j)  (-1.2827278+0.7220708j)  (-0.59613675+0.44858208j)  (0.38129428+0.3752691j)  (0.21965751-0.48762694j)  (-1.2420673+0.17660792j)  (-0.020069912+0.5166568j)  (0.498012-0.031613342j)  (-1.0101755+1.3296213j)  (0.09885048+0.38649657j)  (0.3968838-0.20267726j)  (-0.34538272-0.9670128j)  (-0.2178634+0.3270697j)  (0.10673847-0.6128701j)  (-0.3584794+0.11380834j)  (1.0025569+0.33953053j)  (-0.7348469+0.2281127j)  (-1.1853508+0.9879531j)  (-1.0633839-1.6044612j)  (-0.113061175+0.6361684j)  (0.09819887+0.29814222j)  (0.31980705+1.3067884j)  (0.72937953+0.30849642j)  (-0.8458124-0.5427888j)  (-0.006682085+0.61025476j)  (0.89149517-0.7020267j)  (-0.5870122+0.740598j)  (1.2157667-0.43109182j)  (1.0638689-1.0287343j)  (-1.096133+0.9517027j)  (-1.1882156-1.4908003j)  (0.99372387-0.7739181j)  (-0.57255065+0.9968444j)  (0.8176453-1.4976506j)  (0.10521656-1.2394532j)  (-0.25381953-0.8459509j)  (-0.955248-0.014125653j)  (0.16992237-0.052255407j)
 (0.067314155+0.4272936j)  (0.22679822-0.9326433j)  (-0.3589987-0.49655274j)  (0.31160653+0.20090117j)  (0.018593142-0.560482j)  (-0.5361623-0.44168878j)  (0.6198446-0.32705203j)  (0.69532967-0.015204576j)  (-0.31883284-0.4002221j)  (-0.21502161+0.89687246j)  (-0.11446359-1.061456j)  (0.44192007+0.56882894j)  (0.15682547+0.4602377j)  (0.9100462+0.16552195j)  (-0.10758694+0.4000406j)  (0.18080583+0.1860974j)  (-0.3233382-0.47474402j)  (-0.79869145+0.5210924j)  (-0.57238376+0.2304418j)  (0.6100336-0.307836j)  (0.96481276+1.4240953j)  (-0.62897635-0.19150905j)  (0.5809918-0.872304j)  (0.598262-0.56235266j)  (0.15234096+0.5089351j)  (-0.24355772-0.26088008j)  (0.80244+1.1034385j)  (0.14812067+0.28529233j)  (0.23194453+0.8467943j)  (1.1048553-0.43562627j)  (1.1646721-1.0299646j)  (-0.3949525+0.7562326j)  (0.034002755+0.6743743j)  (-0.48256174-0.90964735j)  (0.57557267-0.045262184j)  (-0.59557766+0.8411959j)  (-0.0421426-0.06923941j)  (0.5541132-0.17009321j)  (-0.100373805-0.82600194j)  (0.89732647+0.32898083j)  (0.08680879-1.7094452j)  (-1.1563538-0.14437145j)  (1.493308-0.18008351j)  (0.12026267-0.35691j)  (0.5061816+0.49954325j)  (-0.83947+0.9438801j)  (0.26169953+0.071639284j)  (-0.44533312+1.1888847j)  (-0.62360936-0.4893497j)  (-0.30585393-0.35975483j)  (0.4770407-0.14510646j)  (0.47825348-0.12792607j)  (0.9542937+0.016247423j)  (0.007038573+0.86129665j)  (-0.8946295-0.16890623j)  (0.7985171+0.2591093j)  (-0.59426194+0.6669731j)  (1.235892+0.22521818j)  (1.7041476-0.71677804j)  (-0.7359454+0.38291934j)  (-0.14273138+0.54194266j)  (-0.37574556+1.3571604j)  (1.28759-0.66347855j)  (0.7402515+0.046548877j)
